"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:4e5fXAVvOj7rfOaItBnhFe","Breakin' All the Rules","spotify:artist:6ZLTlhejhndI4Rh53vYhrY","Ozzy Osbourne","spotify:album:0gkILbwcOoXEb8D4aRptez","No Rest for the Wicked (Expanded Edition)","spotify:artist:6ZLTlhejhndI4Rh53vYhrY","Ozzy Osbourne","1988-10-10","https://i.scdn.co/image/ab67616d0000b273f34cd35fc420e77fc1d317ca","1","4","315042","https://p.scdn.co/mp3-preview/1a7826e73475c7e1c64e63d3ccebfd95033733b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","USSM18800005","spotify:user:hsuarezcellucci","2021-05-18T16:25:18Z"
"spotify:track:1wv8bYmoqY3TAKKQY3Qn7t","Foolin'","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","spotify:album:5ab6RIlAGwbVAacV1JIr2d","Pyromania","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","1983-01-20","https://i.scdn.co/image/ab67616d0000b273e45161990e83649071399525","1","6","274117","https://p.scdn.co/mp3-preview/d859aac9541374716855941a5c72dac5b53b339b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","GBF088200410","spotify:user:hsuarezcellucci","2021-05-18T16:57:25Z"
"spotify:track:6ibNjXHZSgdUjtVObeL5VV","Born To Be My Baby","spotify:artist:58lV9VcRSjABbAbfWS6skp","Bon Jovi","spotify:album:7CNtnpBoG1lsUBWwpnJjwv","New Jersey","spotify:artist:58lV9VcRSjABbAbfWS6skp","Bon Jovi","1988-09-13","https://i.scdn.co/image/ab67616d0000b2739eab675488b81ed7c5767aaf","1","3","280106","https://p.scdn.co/mp3-preview/480d7c489cac4bd7d7da7b39726767bfed080422?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","USPR38800037","spotify:user:hsuarezcellucci","2021-05-18T17:18:31Z"
"spotify:track:3hetLCL51bTjUMRWYL8LSX","I Want Action","spotify:artist:1fBCIkoPOPCDLUxGuWNvyo","Poison","spotify:album:2SkbSj0eZ2H5uqKYEnMmIe","Look What The Cat Dragged In - 20th Anniversary Edition","spotify:artist:1fBCIkoPOPCDLUxGuWNvyo","Poison","1986","https://i.scdn.co/image/ab67616d0000b273d007e25f2264718c5a9dde34","1","2","185560","https://p.scdn.co/mp3-preview/5267c697e0ac0f9d72f68526731f2e60743b92e9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","USCA20501359","spotify:user:hsuarezcellucci","2021-05-18T18:00:21Z"
"spotify:track:066s12j61ZlXnMDtnUiDbP","Givin' Yourself Away","spotify:artist:3tufWJzpCiAGleBt5TkmTn","Ratt","spotify:album:1I8TqSMkoRvF4xZSvuFDiq","Detonator","spotify:artist:3tufWJzpCiAGleBt5TkmTn","Ratt","1990-07-31","https://i.scdn.co/image/ab67616d0000b273d2d930fa8ac2805e46d90ab9","1","10","326000","https://p.scdn.co/mp3-preview/e5bd06f208c0aa0c8eaf2af3cc8b81b11d27d499?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAT29900573","spotify:user:hsuarezcellucci","2021-05-18T18:19:40Z"
"spotify:track:3ybF6Iaia01EbXg5VmxPcb","Armageddon It","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","spotify:album:1ja2qzCrh6bZykcojbZs82","Hysteria","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","1987-08-03","https://i.scdn.co/image/ab67616d0000b27343511b8c20112757edddc7ba","1","6","322866","https://p.scdn.co/mp3-preview/88f0ac2591252c2ae1c1a93e4dedf7cd32ea3e56?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","GBF088700611","spotify:user:hsuarezcellucci","2021-05-19T15:59:16Z"
"spotify:track:6fybp4N6eW3bsFAvARxyVe","Ain't Talkin' 'Bout Love - 2015 Remaster","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","spotify:album:7DdEbYFPKTZ8KB4z6L4UnQ","Van Halen (Remastered)","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","1978-02-10","https://i.scdn.co/image/ab67616d0000b27317dd812df38fed44d6d2036e","1","4","227800","https://p.scdn.co/mp3-preview/9092d30da2a9e171d9ab29616e229396235660d2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","USWB11403671","spotify:user:hsuarezcellucci","2021-05-19T18:52:02Z"
"spotify:track:11C6xtJLOaKqqMrl9hQwQ0","Let's Get Rocked","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","spotify:album:7FKcbsCm4eoDWTMTNCUUqw","Adrenalize","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","1992-03-31","https://i.scdn.co/image/ab67616d0000b27314b55ab26f7463fd059d9f34","1","1","295957","https://p.scdn.co/mp3-preview/927f1396cc4de0e375d70fe5859366501fdb8171?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","GBF089200609","spotify:user:hsuarezcellucci","2021-05-19T18:56:34Z"
"spotify:track:7iEVmnzJr1V7duYKPWplzp","Bringin' On The Heartbreak","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","spotify:album:2FC50FeHFVmksOYX1cymxr","High 'N' Dry","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","1981-07-11","https://i.scdn.co/image/ab67616d0000b2739b5694de012399bf6a7042ea","1","4","273733","https://p.scdn.co/mp3-preview/44a882efd7d68a48c25fa11e872f232f96b1ac26?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","GBF088100613","spotify:user:hsuarezcellucci","2021-05-19T20:00:42Z"
"spotify:track:6QDbGdbJ57Mtkflsg42WV5","Hot for Teacher - 2015 Remaster","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","spotify:album:3REUXdj5OPKhuDTrTtCBU0","1984 (Remastered)","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","1984-01-04","https://i.scdn.co/image/ab67616d0000b273b414c63fb435b622238c15ed","1","6","282746","https://p.scdn.co/mp3-preview/8c10c08863bbc899995f27a017dc0c8026a8a883?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USWB11403684","spotify:user:hsuarezcellucci","2021-05-19T20:01:27Z"
"spotify:track:1zQ5ZwPKIkbGDlPeX96oSD","Rebel Yell - 1999 Remastered Version","spotify:artist:7lzordPuZEXxwt9aoVZYmG","Billy Idol","spotify:album:2bDWdWdMlGXttmm6MP6CP6","Pure Rock","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","2007-09-24","https://i.scdn.co/image/ab67616d0000b273b3075e41a9c1137a0651414b","2","5","286173","https://p.scdn.co/mp3-preview/07db3a3ea4fa92bf94cba38680ea4f8931a3f9d6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USCH39900054","spotify:user:hsuarezcellucci","2021-05-19T20:06:37Z"
"spotify:track:3WTsv0Tp2Ihvuew89PSP4C","Through the Glass","spotify:artist:3bnPBquC93vbHmamojAf59","Angelus Apatrida","spotify:album:5XuLS24vdrxouiBERuXTbr","Angelus Apatrida","spotify:artist:3bnPBquC93vbHmamojAf59","Angelus Apatrida","2021-02-05","https://i.scdn.co/image/ab67616d0000b273d5e8fbf485c8deb85a4d3b08","1","8","341906","https://p.scdn.co/mp3-preview/ffb8e6b95be5429e1bc9834b7fe8815b01693ef1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","12","GBDHC2120808","spotify:user:hsuarezcellucci","2021-05-19T20:58:02Z"
"spotify:track:72Z17vmmeQKAg8bptWvpVG","Space Oddity - 2015 Remaster","spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","David Bowie","spotify:album:1ay9Z4R5ZYI2TY7WiDhNYQ","David Bowie (aka Space Oddity) [2015 Remaster]","spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","David Bowie","1969-11-04","https://i.scdn.co/image/ab67616d0000b2733395f3e809dfbc2b1101d464","1","1","318026","https://p.scdn.co/mp3-preview/9240f576fa464f8e3fe38f1c83fd23cd4e516638?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USJT11500173","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:00:45Z"
"spotify:track:2amzrvbxYiq8AxGntIiw5V","Fall to Pieces","spotify:artist:7CHilrn81OdYjkh4uSVnYM","Velvet Revolver","spotify:album:64GnrmrpL1fvfF0r1AoZLB","Contraband","spotify:artist:7CHilrn81OdYjkh4uSVnYM","Velvet Revolver","2004","https://i.scdn.co/image/ab67616d0000b273e95d233a9df33d6c9992b449","1","6","271240","https://p.scdn.co/mp3-preview/ce96bcf8e8ded93efccc0cba0e8e0f94e682b3e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USRC10400142","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:01:45Z"
"spotify:track:2XRqhe4lmCQVaUWawR5wRo","Rica y Apretadita (feat. Anayka)","spotify:artist:1fqHLAKthJsVYcukjFrroK, spotify:artist:2LxuBen9oGUGMy3UamvOQV","El General, Anayka","spotify:album:3WjM6QkoJqU2VsVMfI05xJ","Originales","spotify:artist:1fqHLAKthJsVYcukjFrroK","El General","1991","https://i.scdn.co/image/ab67616d0000b273a908ed6eeeb286b8775a1724","1","2","261866","https://p.scdn.co/mp3-preview/c2488ecd661c0855b7608d1bfed2f5005a113c56?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USBL10000302","spotify:user:hsuarezcellucci","2021-05-19T21:02:25Z"
"spotify:track:2t9s7ClOA37D8VIymaB5R5","Starlight (feat. Myles Kennedy)","spotify:artist:4Cqia9vrAbm7ANXbJGXsTE, spotify:artist:2YZOQlBE1v44RxPEAVSdVR","Slash, Myles Kennedy","spotify:album:3VbJEJFDrbvb34ZN1KngSj","Slash (Special Edition)","spotify:artist:4Cqia9vrAbm7ANXbJGXsTE","Slash","2010-05-07","https://i.scdn.co/image/ab67616d0000b27316172059bb4024f4a1d9b99a","1","12","327280","https://p.scdn.co/mp3-preview/5f2cfdd48d24402fd2f0cc38294065267f14999d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","US9T51000011","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:03:13Z"
"spotify:track:2uR6DAqwZCfDeD6jFrD5zA","Senor Matanza","spotify:artist:6jq7GptAwkoFiunDhZYqQ2","Mano Negra","spotify:album:0DzXs04hKcMYg7D2JSLptk","Casa Babylon","spotify:artist:6jq7GptAwkoFiunDhZYqQ2","Mano Negra","1994-05-10","https://i.scdn.co/image/ab67616d0000b2730d462e4c9109ed9b6c625893","1","4","237640","https://p.scdn.co/mp3-preview/7a785cf742020722cd5d08fe698a77190588e1a1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","FRZ189800147","spotify:user:hsuarezcellucci","2021-05-19T21:03:44Z"
"spotify:track:66SvhAHu1tggvj5wwOwxDR","Enemy of God","spotify:artist:3BM0EaYmkKWuPmmHFUTQHv","Kreator","spotify:album:0ptBYyTqgQs1l375JdmaXN","Enemy of God","spotify:artist:3BM0EaYmkKWuPmmHFUTQHv","Kreator","2005-01-10","https://i.scdn.co/image/ab67616d0000b2733735e34957c2ba257f8e99a8","1","1","343920","https://p.scdn.co/mp3-preview/f658d01036a476841cf11d7ae42209c4b346fce7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","48","DEA450404300","spotify:user:hsuarezcellucci","2021-05-19T21:04:49Z"
"spotify:track:77VW8u6inET54YAKN1RSnd","Twisted Transistor","spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD","Korn","spotify:album:61IAfZngW0BgATiyHJPijP","See You On the Other Side","spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD","Korn","2005-12-06","https://i.scdn.co/image/ab67616d0000b2731c5b1ca14c87e31ffb3b095a","1","1","188933","https://p.scdn.co/mp3-preview/cd0384bcafc23a0e837cf9b56b9d20232926ef02?cid=9950ac751e34487dbbe027c4fd7f8e99","true","1","USVI20500580","spotify:user:hsuarezcellucci","2021-05-19T21:05:28Z"
"spotify:track:3aN2V18W3EiW7eg5tHALpF","We're In This Together","spotify:artist:0X380XXQSNBYuleKzav5UO","Nine Inch Nails","spotify:album:4uiVwLbTzE6VMkXpaDAwB8","The Fragile","spotify:artist:0X380XXQSNBYuleKzav5UO","Nine Inch Nails","1999-09-21","https://i.scdn.co/image/ab67616d0000b273237a21c8ba1bfc2d85a83585","1","5","436000","https://p.scdn.co/mp3-preview/d238d7664d586a413222eb9ae756359c72e7ef43?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USIR19902585","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:05:40Z"
"spotify:track:5mc6EyF1OIEOhAkD0Gg9Lc","Closer","spotify:artist:0X380XXQSNBYuleKzav5UO","Nine Inch Nails","spotify:album:5I7lLu8xXJfGRdFUqHaLQU","The Downward Spiral (Deluxe Edition)","spotify:artist:0X380XXQSNBYuleKzav5UO","Nine Inch Nails","1994-03-08","https://i.scdn.co/image/ab67616d0000b2734078c255069c0e7a2553fa4a","1","5","373306","https://p.scdn.co/mp3-preview/b4548943ec88c0ed8be8daf4367e662d34820ce2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","76","USIR19400529","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:06:32Z"
"spotify:track:5RxKqRKJva5ZcVa0ltdxuX","Starfuckers, Inc.","spotify:artist:0X380XXQSNBYuleKzav5UO","Nine Inch Nails","spotify:album:4uiVwLbTzE6VMkXpaDAwB8","The Fragile","spotify:artist:0X380XXQSNBYuleKzav5UO","Nine Inch Nails","1999-09-21","https://i.scdn.co/image/ab67616d0000b273237a21c8ba1bfc2d85a83585","2","6","300226","https://p.scdn.co/mp3-preview/e1480442d5995fcdca21aa586870b8ca247f6fd6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","50","USIR19902598","spotify:user:hsuarezcellucci","2021-05-19T21:08:51Z"
"spotify:track:6rr2reGi8Q4Dgja2GzAKZF","Green Valley - Live","spotify:artist:2pAajGWerK3ghwToNWFENS","Puscifer","spotify:album:0XRvecKK9cjw1BxEYfWksF","What Is... (Live)","spotify:artist:2pAajGWerK3ghwToNWFENS","Puscifer","2013-11-26","https://i.scdn.co/image/ab67616d0000b2733a124292e7f761338dae024d","1","1","245160","https://p.scdn.co/mp3-preview/2a9d10bb7beb2e26dc6df75722cc7074a39494ef?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USKJ71300142","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:09:03Z"
"spotify:track:48vDCZIRmrFO33fH4QU4ij","Smack My Bitch Up","spotify:artist:4k1ELeJKT1ISyDv8JivPpB","The Prodigy","spotify:album:4fdgcEVMdJe0KVgupMNJAP","The Fat of the Land","spotify:artist:4k1ELeJKT1ISyDv8JivPpB","The Prodigy","1997-06-30","https://i.scdn.co/image/ab67616d0000b2738688e410538bc27972791f4c","1","1","343386","https://p.scdn.co/mp3-preview/81abc44aa8b243d59013b66701efb1a5cdb1a0e7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","GBBKS9700073","spotify:user:hsuarezcellucci","2021-05-19T21:10:01Z"
"spotify:track:3TuhqHMidW3HUzTbgw1XHe","Soy un Macarra","spotify:artist:2laDE3zsNJYoX7n8nF3YPJ","Ilegales","spotify:album:4rtJOdW7T04Pt0oXViHN1k","El Día Que Cumplimos 20 Años","spotify:artist:2laDE3zsNJYoX7n8nF3YPJ","Ilegales","2004","https://i.scdn.co/image/ab67616d0000b27338b9099e5219fd3c754f189a","1","6","221609","https://p.scdn.co/mp3-preview/57a2b203633b4d6fb5574d2bdab552c7e37de851?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ES7420419129","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:14:58Z"
"spotify:track:2fICdpdRotwfmGYzvs8Ngf","Rock You Like a Hurricane - 2015 - Remaster","spotify:artist:27T030eWyCQRmDyuvr1kxY","Scorpions","spotify:album:14kTyafNZvlbn586zryGww","Love At First Sting (Deluxe Edition)","spotify:artist:27T030eWyCQRmDyuvr1kxY","Scorpions","1984-03-27","https://i.scdn.co/image/ab67616d0000b27311c2cc2ef9cada4f6bd84690","1","2","253666","https://p.scdn.co/mp3-preview/94097c18140b8d7567af17eb406a49acaa7e2899?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","DELV41501024","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:16:45Z"
"spotify:track:63OFKbMaZSDZ4wtesuuq6f","Born To Be Wild","spotify:artist:1WRM9i067hd2ujxxi8FI3m","Steppenwolf","spotify:album:6GLHwIp1K3u1zdLOdPRG0W","Steppenwolf","spotify:artist:1WRM9i067hd2ujxxi8FI3m","Steppenwolf","1968","https://i.scdn.co/image/ab67616d0000b273ec7e2c5c7ecd29301f1c4b93","1","5","210373","https://p.scdn.co/mp3-preview/a90c27b3a834bcf80cc1a9cee79527e0b1056c1f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","USMC16846563","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:17:48Z"
"spotify:track:0nLOl4fSiBZKGFla5pLUtf","Ænema","spotify:artist:2yEwvVSSSUkcLeSTNyHKh8","TOOL","spotify:album:6yWMN087PgSimbcVmHLEwG","Ænima","spotify:artist:2yEwvVSSSUkcLeSTNyHKh8","TOOL","1996-09-17","https://i.scdn.co/image/ab67616d0000b27347daa44983fa6079910ed295","1","13","399298","https://p.scdn.co/mp3-preview/77b790c4f99fa6058f3f1ac90a182910f8c77a7c?cid=9950ac751e34487dbbe027c4fd7f8e99","true","66","USZE19600150","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:20:41Z"
"spotify:track:0HimNlc6BNjCoZrrKfNzVt","Dos Margaritas","spotify:artist:7EM9m7HOXxVgP9oEpDDv70","Os Paralamas Do Sucesso","spotify:album:0DeRG47t0i3fIlaL3IMU9J","Paralamas Em Espanhol","spotify:artist:7EM9m7HOXxVgP9oEpDDv70","Os Paralamas Do Sucesso","2015-02-24","https://i.scdn.co/image/ab67616d0000b2732d01310f377c8ad22837009a","1","4","187706","https://p.scdn.co/mp3-preview/2c68a9539beaab3f627dc5441d6f037315dcfe2c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","BREMI1300254","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:29:11Z"
"spotify:track:4Y1sZ0AGt3AcApTlk4EHv1","Coche Viejo","spotify:artist:7EM9m7HOXxVgP9oEpDDv70","Os Paralamas Do Sucesso","spotify:album:0DeRG47t0i3fIlaL3IMU9J","Paralamas Em Espanhol","spotify:artist:7EM9m7HOXxVgP9oEpDDv70","Os Paralamas Do Sucesso","2015-02-24","https://i.scdn.co/image/ab67616d0000b2732d01310f377c8ad22837009a","1","8","234893","https://p.scdn.co/mp3-preview/5b0c1b8e2dce3dd12549d4a37b62c0a7a2ba0a7f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","BREMI1300255","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:30:19Z"
"spotify:track:42GP0xKtkolBnmqQRvSllO","Welcome Home","spotify:artist:3utxjLheHaVEd9bPjQRsy8","Coheed and Cambria","spotify:album:4nYsnQpTAQaPzrPc6rOsBN","Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness","spotify:artist:3utxjLheHaVEd9bPjQRsy8","Coheed and Cambria","2005-01-15","https://i.scdn.co/image/ab67616d0000b273b7ded75d35cf4364ba3f5267","1","3","374973","https://p.scdn.co/mp3-preview/4bc444ca7dcb3f5e5ddf1ba29f7a5dd7e5e9f0a0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","65","USSM10504239","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:34:22Z"
"spotify:track:6l6I8njSnRiwvsI6W6q7YA","Dance Of The Manatee","spotify:artist:1GfzxrTlFX1DmRSVqMUvaD","Fair To Midland","spotify:album:0vbumemAdoqTB9kfx6j0rC","Fables From a Mayfly: What I Tell You Three Times is True","spotify:artist:1GfzxrTlFX1DmRSVqMUvaD","Fair To Midland","2007-01-01","https://i.scdn.co/image/ab67616d0000b27301c054fb6f169d421d519e23","1","1","251000","https://p.scdn.co/mp3-preview/88c33d3399e0fb5dcdcf83e1feaeab77e7e5b743?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","USUM70701458","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:35:17Z"
"spotify:track:3Y50dqCIC19AMHMWUBTOqz","The Wife, The Kids, and The White Picket Fence","spotify:artist:1GfzxrTlFX1DmRSVqMUvaD","Fair To Midland","spotify:album:0vbumemAdoqTB9kfx6j0rC","Fables From a Mayfly: What I Tell You Three Times is True","spotify:artist:1GfzxrTlFX1DmRSVqMUvaD","Fair To Midland","2007-01-01","https://i.scdn.co/image/ab67616d0000b27301c054fb6f169d421d519e23","1","4","207920","https://p.scdn.co/mp3-preview/e5d776ca076991d308e9fc41d39856a30b0cb6fb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","USUM70731684","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:35:37Z"
"spotify:track:4JXfNOePhdgMOI7KZ1L25U","Breath","spotify:artist:5BtHciL0e0zOP7prIHn3pP","Breaking Benjamin","spotify:album:2usyeZYdUHKlNHKDKgAYSo","Phobia (Clean Version)","spotify:artist:5BtHciL0e0zOP7prIHn3pP","Breaking Benjamin","2006-01-01","https://i.scdn.co/image/ab67616d0000b2735aa75a47afe2804e280bd149","1","3","218466","https://p.scdn.co/mp3-preview/c2e3c220e465e1c1752c626b22350a315f9f8c8a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","USHR10622219","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:36:46Z"
"spotify:track:0faXHILILebCGnJBPU6KJJ","The Diary of Jane - Single Version","spotify:artist:5BtHciL0e0zOP7prIHn3pP","Breaking Benjamin","spotify:album:2usyeZYdUHKlNHKDKgAYSo","Phobia (Clean Version)","spotify:artist:5BtHciL0e0zOP7prIHn3pP","Breaking Benjamin","2006-01-01","https://i.scdn.co/image/ab67616d0000b2735aa75a47afe2804e280bd149","1","2","200546","https://p.scdn.co/mp3-preview/97a0255d215d3b2b92e532b6adf743fce87f3bb9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USHR10622153","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-19T21:38:28Z"
"spotify:track:3vV3cr2TpPqFk07zxYUbla","Cum on Feel the Noize","spotify:artist:1dLWg6m8RRhizsdqJbhyj3","Quiet Riot","spotify:album:3Q3rQ8FK1e9Fd9Gv9xm3CK","Metal Health","spotify:artist:1dLWg6m8RRhizsdqJbhyj3","Quiet Riot","1983","https://i.scdn.co/image/ab67616d0000b27321fbdd09672c5f8bcfd66165","1","2","290960","https://p.scdn.co/mp3-preview/0ee3af6504279dbe9e709992aa5c29a36789123a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","USSM18300031","spotify:user:rosygv","2021-05-20T06:39:55Z"
"spotify:track:3nsUVlntPIksDvhHdZZhiu","Black Dog - Remaster","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","spotify:album:4wExFfncaUIqSgoxnqa3Eh","Mothership (Remastered)","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","2007","https://i.scdn.co/image/ab67616d0000b27322f1b6c28ce5735646b2e569","1","11","295506","https://p.scdn.co/mp3-preview/b0f4ad02e3a33aff4fda21d218c7c75fe2030272?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USRH11505142","spotify:user:hsuarezcellucci","2021-05-20T05:54:06Z"
"spotify:track:3RgDvs9Jpvn3kUuaTek1R5","I-E-A-I-A-I-O","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","spotify:album:6lA1sGw7eCv27bcpd5E0wT","Steal This Album!","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","2002-11-26","https://i.scdn.co/image/ab67616d0000b2737cf4c0d42c5b62c9deebdcd8","1","8","188600","https://p.scdn.co/mp3-preview/7afd4bae21b5a1b976ca9b9b79b10078d1462ca5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","77","USSM10213326","spotify:user:hsuarezcellucci","2021-05-20T05:54:38Z"
"spotify:track:4RDRqxxwQn0A9jON1klWNV","Symphony of Terror","spotify:artist:2JR4c1UoM1JGxm4wIJ27v1","Jag Panzer","spotify:album:3hPCZTIpDH9trdWcirCnGW","Ample Destruction","spotify:artist:2JR4c1UoM1JGxm4wIJ27v1","Jag Panzer","1984","https://i.scdn.co/image/ab67616d0000b273a5f4c341cd5cbb8416196bf8","1","3","265546","","false","0","GBDHC1247003","spotify:user:hsuarezcellucci","2021-05-20T06:06:18Z"
"spotify:track:6fg7NZKoOH86nbtUzslrcQ","Midnight Mover","spotify:artist:3JDIAtVrJdQ7GFOX26LYpv","Accept","spotify:album:3aNoUWVxh05ahM2uHaEhKp","Metal Heart","spotify:artist:3JDIAtVrJdQ7GFOX26LYpv","Accept","1985-05-24","https://i.scdn.co/image/ab67616d0000b273ce182066116ba4cd8b0a9cfc","1","2","186493","https://p.scdn.co/mp3-preview/c598adbb7b4a8c18d10261195a1cb22f3551c924?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USSM18500741","spotify:user:hsuarezcellucci","2021-05-20T06:07:21Z"
"spotify:track:5jpx4lDKAmQPyVflj8VJhS","C'mon and Love Me","spotify:artist:4opTS86dN9uO313J9CE8xg","Skid Row","spotify:album:2crf3v3i5k99J07PdJqhs6","B-Side Ourselves","spotify:artist:4opTS86dN9uO313J9CE8xg","Skid Row","1992-05-12","https://i.scdn.co/image/ab67616d0000b2732c673cb805b05b726f45a0ef","1","2","203226","https://p.scdn.co/mp3-preview/a3e59f27e43fd5010b4b625ebdc70abd22135394?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAT20300043","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-20T06:36:46Z"
"spotify:track:6sV9aRjOXZ0CNrGhGMVySa","Psycho Therapy","spotify:artist:4opTS86dN9uO313J9CE8xg","Skid Row","spotify:album:2crf3v3i5k99J07PdJqhs6","B-Side Ourselves","spotify:artist:4opTS86dN9uO313J9CE8xg","Skid Row","1992-05-12","https://i.scdn.co/image/ab67616d0000b2732c673cb805b05b726f45a0ef","1","1","150360","https://p.scdn.co/mp3-preview/93e1a0ed53fdf13b53ae5e16ff2996c13cd7b1fa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAT21704757","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-20T06:36:49Z"
